book_id,language,t_word,t_uword,t_sent,t_char,t_stopword,a_word_ps,a_char_pw,ttr,long_word_ratio,avg_vowels_pw,vowel_ratio,syllable_complexity,fre,gfi,t_punct,a_char_ps,t_n_ent,a_n_ent_pw,a_n_ent_ps,simp_adj_var,simp_adp_var,simp_adv_var,simp_aux_var,simp_cconj_var,simp_det_var,simp_intj_var,simp_noun_var,simp_num_var,simp_part_var,simp_pron_var,simp_propn_var,simp_punct_var,simp_sconj_var,simp_sym_var,simp_verb_var,simp_space_var,root_adj_var,root_adp_var,root_adv_var,root_aux_var,root_cconj_var,root_det_var,root_intj_var,root_noun_var,root_num_var,root_part_var,root_pron_var,root_propn_var,root_punct_var,root_sconj_var,root_sym_var,root_verb_var,root_space_var,corr_adj_var,corr_adp_var,corr_adv_var,corr_aux_var,corr_cconj_var,corr_det_var,corr_intj_var,corr_noun_var,corr_num_var,corr_part_var,corr_pron_var,corr_propn_var,corr_punct_var,corr_sconj_var,corr_sym_var,corr_verb_var,corr_space_var,simp_ttr,root_ttr,corr_ttr,bilog_ttr,uber_ttr,simp_ttr_no_lem,root_ttr_no_lem,corr_ttr_no_lem,bilog_ttr_no_lem,uber_ttr_no_lem,n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_adj_pw,a_adp_pw,a_adv_pw,a_aux_pw,a_cconj_pw,a_det_pw,a_intj_pw,a_noun_pw,a_num_pw,a_part_pw,a_pron_pw,a_propn_pw,a_punct_pw,a_sconj_pw,a_sym_pw,a_verb_pw,a_space_pw,a_adj_ps,a_adp_ps,a_adv_ps,a_aux_ps,a_cconj_ps,a_det_ps,a_intj_ps,a_noun_ps,a_num_ps,a_part_ps,a_pron_ps,a_propn_ps,a_punct_ps,a_sconj_ps,a_sym_ps,a_verb_ps,a_space_ps,fkre,fkgl,fogi,smog,cole,auto
5057,en,11,12,1,49,4,11.0,4.455,1.091,,,,,,,1.0,49.0,2.0,0.182,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.414,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.449,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.707,0.0,0.0,0.0,0.0,0.0,1.732,0.707,0.707,0.0,0.707,0.0,1.091,3.618,2.558,1.036,-70.965,1.091,3.618,2.558,1.036,-70.965,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.182,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.545,0.091,0.091,0.0,0.091,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,72.615,5.864,11.673,0.0,7.702,5.051
5058,en,120,74,4,607,58,30.0,5.058,0.617,,,,,,,8.0,151.75,15.0,0.125,3.75,0.8,0.571,1.0,0.333,0.2,0.125,0.0,0.75,0.0,0.0,0.333,0.722,0.375,1.0,0.0,0.923,0.0,2.53,2.619,1.732,0.577,0.447,0.5,0.0,3.674,0.0,0.0,0.816,3.064,1.061,1.0,0.0,3.328,0.0,1.789,1.852,1.225,0.408,0.316,0.354,0.0,2.598,0.0,0.0,0.577,2.167,0.75,0.707,0.0,2.353,0.0,0.617,6.755,4.777,0.899,38.32,0.617,6.755,4.777,0.899,38.32,10.0,21.0,3.0,3.0,5.0,16.0,0.0,24.0,0.0,0.0,6.0,18.0,8.0,1.0,0.0,13.0,0.0,8.0,12.0,3.0,1.0,1.0,2.0,0.0,18.0,0.0,0.0,2.0,13.0,3.0,1.0,0.0,12.0,0.0,0.083,0.175,0.025,0.025,0.042,0.133,0.0,0.2,0.0,0.0,0.05,0.15,0.067,0.008,0.0,0.108,0.0,2.5,5.25,0.75,0.75,1.25,4.0,0.0,6.0,0.0,0.0,1.5,4.5,2.0,0.25,0.0,3.25,0.0,37.5,15.482,20.667,8.569,12.956,17.395
5059,en,442,221,17,2153,230,26.0,4.871,0.5,,,,,,,38.0,126.647,27.0,0.061,1.588,0.773,0.258,0.889,0.318,0.238,0.127,0.0,0.729,0.429,0.308,0.458,0.643,0.053,0.625,0.0,0.822,0.25,5.126,2.093,2.667,1.492,1.091,0.944,0.0,7.144,1.134,1.109,2.245,3.402,0.324,1.768,0.0,5.516,0.5,3.624,1.48,1.886,1.055,0.772,0.667,0.0,5.052,0.802,0.784,1.588,2.405,0.229,1.25,0.0,3.9,0.354,0.5,10.512,7.433,0.886,42.04,0.5,10.512,7.433,0.886,42.04,44.0,66.0,9.0,22.0,21.0,55.0,0.0,96.0,7.0,13.0,24.0,28.0,38.0,8.0,0.0,45.0,4.0,34.0,17.0,8.0,7.0,5.0,7.0,0.0,70.0,3.0,4.0,11.0,18.0,2.0,5.0,0.0,37.0,1.0,0.1,0.149,0.02,0.05,0.048,0.124,0.0,0.217,0.016,0.029,0.054,0.063,0.086,0.018,0.0,0.102,0.009,2.588,3.882,0.529,1.294,1.235,3.235,0.0,5.647,0.412,0.765,1.412,1.647,2.235,0.471,0.0,2.647,0.235,48.569,12.944,17.73,8.197,11.703,14.513
5060,en,448,223,25,1988,217,17.92,4.438,0.498,,,,,,,62.0,79.52,56.0,0.125,2.24,0.935,0.316,0.8,0.364,0.095,0.15,0.0,0.783,1.0,0.2,0.289,0.465,0.048,0.833,0.0,0.768,0.2,5.209,2.384,2.53,1.206,0.436,0.949,0.0,7.135,1.414,0.632,1.938,3.916,0.381,2.041,0.0,5.746,0.447,3.683,1.686,1.789,0.853,0.309,0.671,0.0,5.045,1.0,0.447,1.37,2.769,0.269,1.443,0.0,4.063,0.316,0.498,10.536,7.45,0.886,41.91,0.498,10.536,7.45,0.886,41.91,31.0,57.0,10.0,11.0,21.0,40.0,0.0,83.0,2.0,10.0,45.0,71.0,62.0,6.0,0.0,56.0,5.0,29.0,18.0,8.0,4.0,2.0,6.0,0.0,65.0,2.0,2.0,13.0,33.0,3.0,5.0,0.0,43.0,1.0,0.069,0.127,0.022,0.025,0.047,0.089,0.0,0.185,0.004,0.022,0.1,0.158,0.138,0.013,0.0,0.125,0.011,1.24,2.28,0.4,0.44,0.84,1.6,0.0,3.32,0.08,0.4,1.8,2.84,2.48,0.24,0.0,2.24,0.2,80.441,6.491,10.561,3.789,8.641,8.431
5061,en,152,107,9,728,73,16.889,4.789,0.704,,,,,,,21.0,80.889,12.0,0.079,1.333,1.0,0.476,1.0,0.5,0.375,0.25,0.0,0.917,1.0,0.75,0.364,0.714,0.143,1.0,0.0,0.941,0.0,3.742,2.182,2.0,1.225,1.061,1.0,0.0,5.5,1.0,1.5,1.206,2.673,0.655,1.0,0.0,3.881,0.0,2.646,1.543,1.414,0.866,0.75,0.707,0.0,3.889,0.707,1.061,0.853,1.89,0.463,0.707,0.0,2.744,0.0,0.704,8.679,6.137,0.93,62.2,0.704,8.679,6.137,0.93,62.2,14.0,21.0,4.0,6.0,8.0,16.0,0.0,36.0,1.0,4.0,11.0,14.0,21.0,1.0,0.0,17.0,0.0,14.0,10.0,4.0,3.0,3.0,4.0,0.0,33.0,1.0,3.0,4.0,10.0,3.0,1.0,0.0,16.0,0.0,0.092,0.138,0.026,0.039,0.053,0.105,0.0,0.237,0.007,0.026,0.072,0.092,0.138,0.007,0.0,0.112,0.0,1.556,2.333,0.444,0.667,0.889,1.778,0.0,4.0,0.111,0.444,1.222,1.556,2.333,0.111,0.0,1.889,0.0,56.67,9.551,13.071,4.664,10.609,9.573
5062,en,205,129,9,1036,97,22.778,5.054,0.629,,,,,,,23.0,115.111,9.0,0.044,1.0,0.875,0.455,0.875,0.286,0.182,0.2,0.0,0.872,1.0,0.25,0.471,0.5,0.13,0.667,0.0,0.957,0.0,4.287,2.611,2.475,0.756,0.603,0.775,0.0,5.98,1.0,0.707,1.94,1.581,0.626,1.155,0.0,4.587,0.0,3.031,1.846,1.75,0.535,0.426,0.548,0.0,4.229,0.707,0.5,1.372,1.118,0.442,0.816,0.0,3.244,0.0,0.629,9.01,6.371,0.913,50.989,0.629,9.01,6.371,0.913,50.989,24.0,33.0,8.0,7.0,11.0,15.0,0.0,47.0,1.0,8.0,17.0,10.0,23.0,3.0,0.0,23.0,0.0,21.0,15.0,7.0,2.0,2.0,3.0,0.0,41.0,1.0,2.0,8.0,5.0,3.0,2.0,0.0,22.0,0.0,0.117,0.161,0.039,0.034,0.054,0.073,0.0,0.229,0.005,0.039,0.083,0.049,0.112,0.015,0.0,0.112,0.0,2.667,3.667,0.889,0.778,1.222,1.667,0.0,5.222,0.111,0.889,1.889,1.111,2.556,0.333,0.0,2.556,0.0,47.118,12.346,17.696,7.125,12.616,13.762
5063,en,281,162,13,1352,133,21.615,4.811,0.577,,,,,,,30.0,104.0,20.0,0.071,1.538,0.933,0.464,0.818,0.118,0.143,0.188,0.0,0.803,1.0,0.286,0.286,0.613,0.1,0.714,0.0,0.854,0.5,3.615,2.457,2.714,0.485,0.378,1.061,0.0,6.274,1.414,0.756,1.309,3.413,0.548,1.89,0.0,5.466,0.707,2.556,1.737,1.919,0.343,0.267,0.75,0.0,4.436,1.0,0.535,0.926,2.413,0.387,1.336,0.0,3.865,0.5,0.577,9.664,6.834,0.902,46.996,0.577,9.664,6.834,0.902,46.996,15.0,28.0,11.0,17.0,7.0,32.0,0.0,61.0,2.0,7.0,21.0,31.0,30.0,7.0,0.0,41.0,2.0,14.0,13.0,9.0,2.0,1.0,6.0,0.0,49.0,2.0,2.0,6.0,19.0,3.0,5.0,0.0,35.0,1.0,0.053,0.1,0.039,0.06,0.025,0.114,0.0,0.217,0.007,0.025,0.075,0.11,0.107,0.025,0.0,0.146,0.007,1.154,2.154,0.846,1.308,0.538,2.462,0.0,4.692,0.154,0.538,1.615,2.385,2.308,0.538,0.0,3.154,0.154,58.748,10.435,15.337,5.01,11.122,12.039
5064,en,498,285,26,2440,216,19.154,4.9,0.572,,,,,,,80.0,93.846,57.0,0.114,2.192,0.851,0.314,1.0,0.15,0.1,0.125,0.0,0.75,0.8,0.211,0.391,0.733,0.05,0.8,0.0,0.833,0.25,5.835,2.24,4.243,0.671,0.447,0.935,0.0,7.348,1.789,0.918,1.877,6.351,0.447,1.789,0.0,6.455,0.5,4.126,1.584,3.0,0.474,0.316,0.661,0.0,5.196,1.265,0.649,1.327,4.491,0.316,1.265,0.0,4.564,0.354,0.572,12.771,9.031,0.91,57.248,0.572,12.771,9.031,0.91,57.248,47.0,51.0,18.0,20.0,20.0,56.0,0.0,96.0,5.0,19.0,23.0,75.0,80.0,5.0,0.0,60.0,4.0,40.0,16.0,18.0,3.0,2.0,7.0,0.0,72.0,4.0,4.0,9.0,55.0,4.0,4.0,0.0,50.0,1.0,0.094,0.102,0.036,0.04,0.04,0.112,0.0,0.193,0.01,0.038,0.046,0.151,0.161,0.01,0.0,0.12,0.008,1.808,1.962,0.692,0.769,0.769,2.154,0.0,3.692,0.192,0.731,0.885,2.885,3.077,0.192,0.0,2.308,0.154,57.776,9.959,14.007,4.753,11.464,11.224
5065,en,270,156,10,1242,146,27.0,4.6,0.578,,,,,,,18.0,124.2,13.0,0.048,1.3,0.944,0.342,0.917,0.231,0.2,0.192,0.0,0.836,0.0,0.2,0.276,0.75,0.111,1.0,0.0,0.95,0.25,4.007,2.109,3.175,0.832,0.632,0.981,0.0,6.203,0.0,0.632,1.486,2.598,0.471,2.0,0.0,6.008,0.5,2.833,1.491,2.245,0.588,0.447,0.693,0.0,4.386,0.0,0.447,1.05,1.837,0.333,1.414,0.0,4.249,0.354,0.578,9.494,6.713,0.902,46.487,0.578,9.494,6.713,0.902,46.487,18.0,38.0,12.0,13.0,10.0,26.0,0.0,55.0,0.0,10.0,29.0,12.0,18.0,4.0,0.0,40.0,4.0,17.0,13.0,11.0,3.0,2.0,5.0,0.0,46.0,0.0,2.0,8.0,9.0,2.0,4.0,0.0,38.0,1.0,0.067,0.141,0.044,0.048,0.037,0.096,0.0,0.204,0.0,0.037,0.107,0.044,0.067,0.015,0.0,0.148,0.015,1.8,3.8,1.2,1.3,1.0,2.6,0.0,5.5,0.0,1.0,2.9,1.2,1.8,0.4,0.0,4.0,0.4,54.723,12.334,16.874,6.997,10.152,13.736
5066,en,40,33,5,153,24,8.0,3.825,0.825,,,,,,,8.0,30.6,4.0,0.1,0.8,0.0,0.714,0.0,0.667,1.0,0.286,0.0,0.909,0.5,0.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,1.89,0.0,1.155,1.0,0.756,0.0,3.015,0.707,0.0,1.732,1.732,1.414,1.0,0.0,0.707,0.0,0.0,1.336,0.0,0.816,0.707,0.535,0.0,2.132,0.5,0.0,1.225,1.225,1.0,0.707,0.0,0.5,0.0,0.825,5.218,3.69,0.948,63.552,0.825,5.218,3.69,0.948,63.552,0.0,7.0,0.0,3.0,1.0,7.0,0.0,11.0,2.0,0.0,3.0,3.0,8.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,2.0,1.0,2.0,0.0,10.0,1.0,0.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.175,0.0,0.075,0.025,0.175,0.0,0.275,0.05,0.0,0.075,0.075,0.2,0.025,0.0,0.05,0.0,0.0,1.4,0.0,0.6,0.2,1.4,0.0,2.2,0.4,0.0,0.6,0.6,1.6,0.2,0.0,0.4,0.0,114.115,-0.67,4.2,2.555,2.991,0.586
5067,en,366,206,17,1607,177,21.529,4.391,0.563,,,,,,,45.0,94.529,42.0,0.115,2.471,1.0,0.457,0.824,0.333,0.154,0.121,0.0,0.78,1.0,0.154,0.452,0.422,0.089,0.583,0.0,0.862,0.25,4.472,2.704,3.395,1.528,0.555,0.696,0.0,5.989,2.236,0.555,2.514,2.832,0.596,2.021,0.0,6.565,0.5,3.162,1.912,2.401,1.08,0.392,0.492,0.0,4.235,1.581,0.392,1.778,2.003,0.422,1.429,0.0,4.642,0.354,0.563,10.768,7.614,0.903,49.388,0.563,10.768,7.614,0.903,49.388,20.0,35.0,17.0,21.0,13.0,33.0,0.0,59.0,5.0,13.0,31.0,45.0,45.0,12.0,0.0,58.0,4.0,20.0,16.0,14.0,7.0,2.0,4.0,0.0,46.0,5.0,2.0,14.0,19.0,4.0,7.0,0.0,50.0,1.0,0.055,0.096,0.046,0.057,0.036,0.09,0.0,0.161,0.014,0.036,0.085,0.123,0.123,0.033,0.0,0.158,0.011,1.176,2.059,1.0,1.235,0.765,1.941,0.0,3.471,0.294,0.765,1.824,2.647,2.647,0.706,0.0,3.412,0.235,75.188,8.121,12.218,3.394,8.643,10.015
5068,en,40,38,2,202,19,20.0,5.05,0.95,,,,,,,4.0,101.0,6.0,0.15,3.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.667,0.8,0.75,1.0,0.0,1.0,0.0,1.732,2.236,0.0,0.707,1.0,1.414,0.0,2.646,0.0,1.0,1.633,1.789,1.5,1.0,0.0,2.646,0.0,1.225,1.581,0.0,0.5,0.707,1.0,0.0,1.871,0.0,0.707,1.155,1.265,1.061,0.707,0.0,1.871,0.0,0.95,6.008,4.249,0.986,257.968,0.95,6.008,4.249,0.986,257.968,3.0,5.0,0.0,2.0,1.0,2.0,0.0,7.0,0.0,1.0,6.0,5.0,4.0,1.0,0.0,7.0,0.0,3.0,5.0,0.0,1.0,1.0,2.0,0.0,7.0,0.0,1.0,4.0,4.0,3.0,1.0,0.0,7.0,0.0,0.075,0.125,0.0,0.05,0.025,0.05,0.0,0.175,0.0,0.025,0.15,0.125,0.1,0.025,0.0,0.175,0.0,1.5,2.5,0.0,1.0,0.5,1.0,0.0,3.5,0.0,0.5,3.0,2.5,2.0,0.5,0.0,3.5,0.0,49.06,11.385,15.0,4.04,12.414,12.355
5069,en,156,92,6,766,68,26.0,4.91,0.59,,,,,,,23.0,127.667,22.0,0.141,3.667,0.917,0.389,0.667,0.0,0.2,0.188,0.0,0.844,1.0,0.4,0.25,0.652,0.13,1.0,0.0,0.933,0.4,3.175,1.65,1.633,0.0,0.632,0.75,0.0,4.773,1.0,0.894,0.866,3.128,0.626,1.0,0.0,3.615,0.894,2.245,1.167,1.155,0.0,0.447,0.53,0.0,3.375,0.707,0.632,0.612,2.212,0.442,0.707,0.0,2.556,0.632,0.59,7.366,5.208,0.895,38.72,0.59,7.366,5.208,0.895,38.72,12.0,18.0,6.0,0.0,10.0,16.0,0.0,32.0,1.0,5.0,12.0,23.0,23.0,1.0,0.0,15.0,5.0,11.0,7.0,4.0,0.0,2.0,3.0,0.0,27.0,1.0,2.0,3.0,15.0,3.0,1.0,0.0,14.0,2.0,0.077,0.115,0.038,0.0,0.064,0.103,0.0,0.205,0.006,0.032,0.077,0.147,0.147,0.006,0.0,0.096,0.032,2.0,3.0,1.0,0.0,1.667,2.667,0.0,5.333,0.167,0.833,2.0,3.833,3.833,0.167,0.0,2.5,0.833,54.63,12.099,16.041,6.597,11.934,14.697
5070,en,473,231,19,2088,236,24.895,4.414,0.488,,,,,,,50.0,109.895,32.0,0.068,1.684,0.87,0.214,0.842,0.154,0.1,0.115,0.0,0.745,1.0,0.2,0.333,0.5,0.08,0.75,0.0,0.895,0.222,4.17,1.604,3.671,0.784,0.447,0.832,0.0,7.525,2.0,0.894,2.082,3.082,0.566,2.121,0.0,6.755,0.667,2.949,1.134,2.596,0.555,0.316,0.588,0.0,5.321,1.414,0.632,1.472,2.179,0.4,1.5,0.0,4.777,0.471,0.488,10.621,7.51,0.884,41.329,0.488,10.621,7.51,0.884,41.329,23.0,56.0,19.0,26.0,20.0,52.0,0.0,102.0,4.0,20.0,39.0,38.0,50.0,8.0,0.0,57.0,9.0,20.0,12.0,16.0,4.0,2.0,6.0,0.0,76.0,4.0,4.0,13.0,19.0,4.0,6.0,0.0,51.0,2.0,0.049,0.118,0.04,0.055,0.042,0.11,0.0,0.216,0.008,0.042,0.082,0.08,0.106,0.017,0.0,0.121,0.019,1.211,2.947,1.0,1.368,1.053,2.737,0.0,5.368,0.211,1.053,2.053,2.0,2.632,0.421,0.0,3.0,0.474,66.919,10.11,14.44,4.725,8.968,11.809
5071,en,332,172,20,1509,173,16.6,4.545,0.518,,,,,,,43.0,75.45,35.0,0.105,1.75,1.0,0.292,0.929,0.273,0.083,0.132,0.0,0.721,1.0,0.3,0.167,0.621,0.07,1.0,0.0,0.78,1.0,4.123,2.021,3.474,0.905,0.289,0.811,0.0,5.942,2.646,0.949,0.913,3.343,0.457,2.449,0.0,4.998,1.0,2.915,1.429,2.457,0.64,0.204,0.574,0.0,4.202,1.871,0.671,0.645,2.364,0.323,1.732,0.0,3.534,0.707,0.518,9.44,6.675,0.887,40.291,0.518,9.44,6.675,0.887,40.291,17.0,48.0,14.0,11.0,12.0,38.0,0.0,68.0,7.0,10.0,30.0,29.0,43.0,6.0,0.0,41.0,1.0,17.0,14.0,13.0,3.0,1.0,5.0,0.0,49.0,7.0,3.0,5.0,18.0,3.0,6.0,0.0,32.0,1.0,0.051,0.145,0.042,0.033,0.036,0.114,0.0,0.205,0.021,0.03,0.09,0.087,0.13,0.018,0.0,0.123,0.003,0.85,2.4,0.7,0.55,0.6,1.9,0.0,3.4,0.35,0.5,1.5,1.45,2.15,0.3,0.0,2.05,0.05,72.514,7.269,10.857,3.129,9.143,8.278
5072,en,470,237,19,2157,214,24.737,4.589,0.504,,,,,,,63.0,113.526,54.0,0.115,2.842,0.875,0.267,1.0,0.118,0.154,0.128,0.0,0.728,0.769,0.231,0.25,0.434,0.048,0.545,1.0,0.833,0.125,4.95,2.066,3.873,0.485,0.555,0.801,0.0,7.39,2.774,0.832,1.581,3.159,0.378,1.809,1.0,6.124,0.354,3.5,1.461,2.739,0.343,0.392,0.566,0.0,5.225,1.961,0.588,1.118,2.234,0.267,1.279,0.707,4.33,0.25,0.504,10.932,7.73,0.889,43.67,0.504,10.932,7.73,0.889,43.67,32.0,60.0,15.0,17.0,13.0,39.0,0.0,103.0,13.0,13.0,40.0,53.0,63.0,11.0,1.0,54.0,8.0,28.0,16.0,15.0,2.0,2.0,5.0,0.0,75.0,10.0,3.0,10.0,23.0,3.0,6.0,1.0,45.0,1.0,0.068,0.128,0.032,0.036,0.028,0.083,0.0,0.219,0.028,0.028,0.085,0.113,0.134,0.023,0.002,0.115,0.017,1.684,3.158,0.789,0.895,0.684,2.053,0.0,5.421,0.684,0.684,2.105,2.789,3.316,0.579,0.053,2.842,0.421,58.427,11.255,15.001,4.725,9.989,12.554
5073,en,554,251,24,2399,263,23.083,4.33,0.453,,,,,,,74.0,99.958,86.0,0.155,3.583,0.76,0.269,1.0,0.08,0.143,0.135,0.0,0.837,0.667,0.091,0.268,0.374,0.041,0.6,0.0,0.8,0.125,3.8,2.378,4.123,0.4,0.655,0.822,0.0,7.764,1.633,0.426,1.718,3.867,0.349,2.324,0.0,6.45,0.354,2.687,1.681,2.915,0.283,0.463,0.581,0.0,5.49,1.155,0.302,1.215,2.734,0.247,1.643,0.0,4.561,0.25,0.453,10.664,7.541,0.875,38.563,0.453,10.664,7.541,0.875,38.563,25.0,78.0,17.0,25.0,21.0,37.0,0.0,86.0,6.0,22.0,41.0,107.0,74.0,15.0,0.0,65.0,8.0,19.0,21.0,17.0,2.0,3.0,5.0,0.0,72.0,4.0,2.0,11.0,40.0,3.0,9.0,0.0,52.0,1.0,0.045,0.141,0.031,0.045,0.038,0.067,0.0,0.155,0.011,0.04,0.074,0.193,0.134,0.027,0.0,0.117,0.014,1.042,3.25,0.708,1.042,0.875,1.542,0.0,3.583,0.25,0.917,1.708,4.458,3.083,0.625,0.0,2.708,0.333,70.249,9.196,12.049,3.498,8.38,10.507
5074,en,532,251,29,2418,273,18.345,4.545,0.472,,,,,,,62.0,83.379,59.0,0.111,2.034,0.773,0.315,0.882,0.171,0.118,0.079,0.0,0.803,1.0,0.136,0.389,0.536,0.032,0.647,0.0,0.806,0.111,3.624,2.313,3.638,1.093,0.485,0.63,0.0,6.997,1.414,0.64,2.333,4.91,0.254,2.668,0.0,6.835,0.333,2.563,1.636,2.572,0.773,0.343,0.445,0.0,4.948,1.0,0.452,1.65,3.472,0.18,1.886,0.0,4.833,0.236,0.472,10.882,7.695,0.88,40.643,0.472,10.882,7.695,0.88,40.643,22.0,54.0,17.0,41.0,17.0,63.0,0.0,76.0,2.0,22.0,36.0,84.0,62.0,17.0,0.0,72.0,9.0,17.0,17.0,15.0,7.0,2.0,5.0,0.0,61.0,2.0,3.0,14.0,45.0,2.0,11.0,0.0,58.0,1.0,0.041,0.102,0.032,0.077,0.032,0.118,0.0,0.143,0.004,0.041,0.068,0.158,0.117,0.032,0.0,0.135,0.017,0.759,1.862,0.586,1.414,0.586,2.172,0.0,2.621,0.069,0.759,1.241,2.897,2.138,0.586,0.0,2.483,0.31,71.174,7.889,12.376,4.243,9.312,9.15
5075,en,115,80,5,571,55,23.0,4.965,0.696,,,,,,,7.0,114.2,6.0,0.052,1.2,1.0,0.471,1.0,0.286,0.25,0.294,0.0,0.893,0.0,1.0,0.833,0.714,0.286,1.0,0.0,1.0,0.0,3.0,1.94,2.0,0.756,0.5,1.213,0.0,4.725,0.0,1.0,2.041,1.89,0.756,1.0,0.0,3.742,0.0,2.121,1.372,1.414,0.535,0.354,0.857,0.0,3.341,0.0,0.707,1.443,1.336,0.535,0.707,0.0,2.646,0.0,0.696,7.46,5.275,0.924,52.912,0.696,7.46,5.275,0.924,52.912,9.0,17.0,4.0,7.0,4.0,17.0,0.0,28.0,0.0,1.0,6.0,7.0,7.0,1.0,0.0,14.0,0.0,9.0,8.0,4.0,2.0,1.0,5.0,0.0,25.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,14.0,0.0,0.078,0.148,0.035,0.061,0.035,0.148,0.0,0.243,0.0,0.009,0.052,0.061,0.061,0.009,0.0,0.122,0.0,1.8,3.4,0.8,1.4,0.8,3.4,0.0,5.6,0.0,0.2,1.2,1.4,1.4,0.2,0.0,2.8,0.0,43.716,12.876,16.504,7.226,12.109,13.456
5076,en,72,47,5,352,35,14.4,4.889,0.653,,,,,,,9.0,70.4,4.0,0.056,0.8,1.0,0.538,1.0,1.0,0.333,0.182,0.0,0.739,0.0,0.0,0.4,0.8,0.222,0.0,0.0,1.0,0.0,2.236,1.941,1.0,1.0,0.577,0.603,0.0,3.545,0.0,0.0,0.894,1.789,0.667,0.0,0.0,2.236,0.0,1.581,1.373,0.707,0.707,0.408,0.426,0.0,2.507,0.0,0.0,0.632,1.265,0.471,0.0,0.0,1.581,0.0,0.653,5.539,3.917,0.9,34.755,0.653,5.539,3.917,0.9,34.755,5.0,13.0,1.0,1.0,3.0,11.0,0.0,23.0,0.0,0.0,5.0,5.0,9.0,0.0,0.0,5.0,0.0,5.0,7.0,1.0,1.0,1.0,2.0,0.0,17.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,0.069,0.181,0.014,0.014,0.042,0.153,0.0,0.319,0.0,0.0,0.069,0.069,0.125,0.0,0.0,0.069,0.0,1.0,2.6,0.2,0.2,0.6,2.2,0.0,4.6,0.0,0.0,1.0,1.0,1.8,0.0,0.0,1.0,0.0,71.194,6.907,10.76,2.555,10.891,8.797
5077,en,121,78,5,577,53,24.2,4.769,0.645,,,,,,,20.0,115.4,15.0,0.124,3.0,1.0,0.417,1.0,0.667,0.25,0.333,0.0,0.864,1.0,0.5,0.294,0.667,0.15,0.8,0.0,0.941,0.167,2.236,1.443,1.732,1.155,0.5,0.816,0.0,4.051,1.0,0.707,1.213,2.828,0.671,1.789,0.0,3.881,0.408,1.581,1.021,1.225,0.816,0.354,0.577,0.0,2.864,0.707,0.5,0.857,2.0,0.474,1.265,0.0,2.744,0.289,0.645,7.091,5.014,0.908,43.229,0.645,7.091,5.014,0.908,43.229,5.0,12.0,3.0,3.0,4.0,6.0,0.0,22.0,1.0,2.0,17.0,18.0,20.0,5.0,0.0,17.0,6.0,5.0,5.0,3.0,2.0,1.0,2.0,0.0,19.0,1.0,1.0,5.0,12.0,3.0,4.0,0.0,16.0,1.0,0.041,0.099,0.025,0.025,0.033,0.05,0.0,0.182,0.008,0.017,0.14,0.149,0.165,0.041,0.0,0.14,0.05,1.0,2.4,0.6,0.6,0.8,1.2,0.0,4.4,0.2,0.4,3.4,3.6,4.0,1.0,0.0,3.4,1.2,62.014,10.622,15.63,6.258,11.016,13.13
